,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
72,0.0,258525.22,1.0,0.0,39.0,32.0,0.0,64.33,65.0,2.0,1.0,0.41758275899999997,0.0,698.9105288,0.25852522,0.0
73,0.0,20059.73,138.0,0.282608696,41.0,32.0,0.0,1.28,82.0,1.0,19.0,0.26497784399999996,437.35,82.48640275,0.020059729999999998,0.0
74,0.0,488354.31,35.0,0.37142857100000004,77.0,82.0,0.0,5.37,86.0,2.0,7.0,0.287062298,7672.49,78.92100981,0.48835431,0.0
75,1.0,803247.98,91.0,0.406593407,0.0,123.0,0.0,1.69,87.0,3.0,2.0,0.6942462909999999,22176.68,585.8353792,0.80324798,0.0
76,0.0,3207567.38,56.0,0.33928571399999996,62.0,90.0,0.0,3.45,121.0,1.0,5.0,0.13183905099999998,191330.83,31.61874001,3.20756738,0.0
77,1.0,3225796.9,2.0,0.0,0.0,90.0,0.0,26.7,81.0,2.0,1.0,0.077329817,0.0,31757.70467,3.2257968999999997,0.0
78,1.0,1726945.69,2.0,0.0,0.0,82.0,0.0,50.63,152.0,2.0,1.0,0.85565842,0.0,10855.97165,1.72694569,0.0
79,0.0,85146.26,140.0,0.3,46.0,125.0,0.0,1.34,85.0,2.0,90.0,0.42152024899999996,1314.92,0.818983848,0.08514626,0.0
80,0.0,80.61,39.0,0.333333333,27.0,123.0,0.0,3.74,64.0,1.0,6.0,0.131371786,24.83,0.014485371,8.061e-05,0.0
81,0.0,21632.81,1.0,0.0,40.0,123.0,0.0,45.58,92.0,2.0,1.0,0.309301041,21632.81,46.11091188,0.021632810000000002,0.0
82,0.0,12791.59,1.0,0.0,40.0,186.0,0.0,47.59,48.0,1.0,1.0,0.079357123,0.0,41.30516336,0.01279159,0.0
83,0.0,80.07,3.0,0.666666667,35.0,33.0,0.0,51.57,52.0,1.0,1.0,0.309102767,54.79,0.37042432,8.007e-05,0.0
84,0.0,650169.26,36.0,0.333333333,12.0,32.0,0.0,4.33,87.0,2.0,3.0,0.113873519,2588.04,8532.333651,0.65016926,0.0
85,1.0,151671.63,1.0,0.0,0.0,125.0,0.0,62.9,126.0,1.0,1.0,0.28130247,0.0,4.483931478,0.15167163,0.0
86,0.0,63641.45,2.0,1.0,47.0,32.0,0.0,25.39,51.0,2.0,1.0,0.166839859,760.95,0.0,0.06364145,0.0
87,0.0,1385421.39,4.0,0.25,44.0,90.0,0.0,18.44,56.0,1.0,2.0,0.56505753,4414.32,575.2359748,1.3854213899999999,0.0
88,0.0,829681.88,39.0,0.205128205,26.0,82.0,0.0,4.93,109.0,2.0,1.0,0.234773443,52505.4,2400.516543,0.82968188,0.0
89,0.0,687292.21,4.0,0.25,30.0,125.0,0.0,31.52,127.0,2.0,1.0,0.08681413,3753.45,3360.4237350000003,0.68729221,0.0
90,0.0,28063.42,5.0,0.0,49.0,125.0,0.0,21.31,43.0,4.0,1.0,0.30866140000000003,28063.42,0.0038655720000000003,0.02806342,0.0
91,1.0,1970961.29,1.0,1.0,0.0,133.0,0.0,13.98,14.0,2.0,1.0,0.39896445,92073.77,0.0,1.97096129,0.0
92,0.0,391637.65,1.0,1.0,47.0,90.0,0.0,103.04,207.0,1.0,1.0,0.20477427199999998,3144.71,0.0,0.39163765,0.0
93,0.0,1214107.77,10.0,0.3,30.0,123.0,0.0,18.63,75.0,2.0,1.0,0.05944711900000001,1638.2,7746.6869799999995,1.21410777,0.0
94,0.0,224586.45,1.0,1.0,62.0,90.0,0.0,44.67,90.0,5.0,1.0,0.23831003399999998,11295.78,0.0,0.22458645000000002,0.0
95,0.0,2715392.91,92.0,0.326086957,62.0,90.0,0.0,1.89,95.0,4.0,26.0,0.158046669,104638.75,4870.679389,2.7153929100000003,0.0
96,0.0,394556.12,1.0,0.0,12.0,125.0,0.0,30.53,62.0,1.0,1.0,0.370599701,394556.12,1649.824408,0.39455612,0.0
97,0.0,5121.31,2.0,0.5,38.0,82.0,0.0,40.12,81.0,2.0,1.0,0.41823945,515.22,49.82995252,0.0051213100000000004,0.0
98,0.0,59488.78,1.0,0.0,51.0,123.0,0.0,67.54,136.0,2.0,1.0,0.258132343,0.0,394.8132437,0.05948878,0.0
99,0.0,101.76,1.0,0.0,56.0,123.0,0.0,126.53,254.0,1.0,1.0,0.643974684,101.76,0.0021096279999999997,0.00010176,0.0
100,0.0,185215.64,1.0,1.0,32.0,32.0,0.0,102.58,103.0,2.0,1.0,0.278037363,5317.41,0.0,0.18521564000000001,0.0
101,1.0,26983.81,39.0,0.41025641,0.0,32.0,0.0,5.41,109.0,3.0,10.0,0.128533807,69.93,0.212980239,0.02698381,0.0
102,0.0,53360.19,3.0,0.0,65.0,82.0,0.0,78.34,236.0,4.0,1.0,0.148364625,0.0,25.77627769,0.05336019,0.0
103,0.0,299147.9,188.0,0.287234043,18.0,90.0,0.0,0.87,83.0,2.0,46.0,0.162944626,123.92,571.9319981000001,0.2991479,0.0
104,0.0,372988.95,2.0,0.0,74.0,32.0,0.0,78.25,79.0,2.0,1.0,0.303648858,372988.95,7445.505031999999,0.37298895,0.0
105,0.0,1075539.91,128.0,0.3671875,54.0,123.0,0.0,1.29,80.0,1.0,10.0,0.076641129,1194.44,3284.6542600000002,1.0755399099999998,0.0
106,0.0,2861258.45,6.0,0.166666667,46.0,82.0,0.0,19.51,79.0,1.0,1.0,0.434313005,2841.0,13381.78399,2.8612584500000002,0.0
107,1.0,7797.17,31.0,0.387096774,0.0,82.0,0.0,4.7,99.0,3.0,4.0,0.864504038,1724.01,2.1503014559999998,0.00779717,0.0
108,2.0,17272930.38,93.0,0.408602151,0.0,32.0,0.0,1.8,87.0,1.0,28.0,0.258058752,264228.74,77114.77355,17.27293038,0.0
109,2.0,59302860.61,3.0,0.666666667,0.0,82.0,0.0,55.35,167.0,3.0,2.0,0.139627274,1800288.92,65063.48529,59.302860609999996,0.0
110,0.0,332338.91,1.0,0.0,40.0,82.0,0.0,108.34,109.0,1.0,1.0,0.065195639,0.0,11765.88142,0.33233891,0.0
111,0.0,7116.38,1.0,0.0,51.0,123.0,0.0,67.42,68.0,2.0,1.0,0.07332403700000001,0.0,50.689265999999996,0.00711638,0.0
112,0.0,503034.37,1.0,0.0,48.0,82.0,0.0,33.85,68.0,3.0,1.0,0.146125834,0.0,12.40765144,0.50303437,0.0
113,1.0,790335.75,67.0,0.432835821,0.0,123.0,0.0,2.71,101.0,2.0,28.0,0.127217821,41105.43,856.6708622000001,0.79033575,0.0
114,0.0,1401177.6,1.0,0.0,19.0,82.0,0.0,140.2,141.0,3.0,1.0,0.16672974,0.0,14002.497809999999,1.4011776,0.0
115,0.0,287564.38,1.0,0.0,63.0,123.0,0.0,98.45,197.0,2.0,1.0,0.291129028,0.0,9420.633604999999,0.28756438,0.0
116,0.0,422659.04,1.0,0.0,28.0,125.0,0.0,337.19,338.0,1.0,1.0,0.18560889100000003,0.0,380.0508014,0.42265904,0.0
117,0.0,82618.4,78.0,0.333333333,42.0,32.0,0.0,2.62,118.0,2.0,29.0,0.130330409,4409.79,212.5113749,0.0826184,0.0
118,1.0,1990008.51,45.0,0.355555556,0.0,32.0,0.0,4.08,98.0,2.0,3.0,0.268287344,855.85,43181.16237,1.99000851,0.0
119,1.0,623660.98,2.0,0.0,0.0,90.0,0.0,73.85,148.0,1.0,1.0,0.293749241,0.0,2357.9796699999997,0.62366098,0.0
120,0.0,839772.92,5.0,0.2,45.0,125.0,0.0,34.55,104.0,1.0,1.0,0.276068826,1189.35,123.6230811,0.83977292,0.0
121,0.0,406532.06,14.0,0.35714285700000004,52.0,123.0,0.0,17.92,180.0,1.0,1.0,0.293266302,2006.99,1354.893297,0.40653206,0.0
122,2.0,1062933875.0,5.0,0.6,0.0,32.0,0.0,29.17,59.0,2.0,1.0,0.070873831,0.0,86232.50105,1062.933875,0.0
123,2.0,38949781.65,9.0,0.444444444,0.0,125.0,0.0,9.56,48.0,1.0,3.0,0.12277579599999999,401.2,449497.5884,38.94978165,0.0
124,0.0,53105.79,17.0,0.235294118,43.0,166.0,0.0,13.07,105.0,2.0,8.0,0.21095598699999998,481.24,99.90115369,0.05310579,0.0
125,1.0,7417641.04,1.0,0.0,0.0,123.0,0.0,69.54,140.0,2.0,1.0,0.131592973,7417641.04,63316.650720000005,7.41764104,0.0
126,0.0,4526.76,56.0,0.321428571,64.0,32.0,0.0,3.18,74.0,3.0,5.0,0.21778360100000002,759.36,7.384041635,0.00452676,0.0
127,0.0,572286.5,2.0,0.0,50.0,82.0,0.0,53.0,107.0,2.0,1.0,0.246335301,572286.5,690.8755805,0.5722865,0.0
128,0.0,457524.58,5.0,0.2,90.0,123.0,0.0,16.06,65.0,3.0,2.0,0.134144484,3772.4,453.2788886,0.45752458,0.0
129,0.0,199465.31,96.0,0.229166667,74.0,32.0,0.0,1.92,98.0,3.0,30.0,0.182384993,7910.56,2341.059275,0.19946531,0.0
130,0.0,1553.82,1.0,0.0,74.0,90.0,0.0,209.38,210.0,2.0,1.0,0.106132263,0.0,19.6975509,0.00155382,0.0
131,0.0,2498778.3,15.0,0.333333333,31.0,123.0,0.0,9.88,89.0,3.0,2.0,0.4296986,68.52,3255.231907,2.4987782999999997,0.0
132,0.0,6556.82,10.0,0.2,17.0,82.0,0.0,20.6,124.0,1.0,7.0,0.38751296799999996,419.76,118.2530886,0.00655682,0.0
133,0.0,451875.82,162.0,0.296296296,22.0,32.0,0.0,1.09,72.0,1.0,3.0,0.422493312,7690.36,137.78387,0.45187582,0.0
134,2.0,20319026.09,47.0,0.29787234,0.0,90.0,0.0,3.99,88.0,2.0,24.0,0.053415675,651079.9,9390.416648999999,20.31902609,0.0
135,0.0,44528.57,27.0,0.222222222,50.0,90.0,0.0,5.33,80.0,1.0,18.0,0.850849587,8398.18,191.9570207,0.044528569999999996,0.0
136,1.0,2101857.51,2.0,0.5,0.0,32.0,0.0,77.77,156.0,1.0,1.0,0.39815942600000004,96612.42,4312.413243,2.10185751,0.0
137,2.0,1968242.57,27.0,0.37037037,0.0,125.0,0.0,5.66,108.0,3.0,10.0,0.059914685,225.43,805.3962439,1.9682425700000001,0.0
138,0.0,423871.67,2.0,0.0,38.0,123.0,0.0,50.66,152.0,2.0,1.0,0.08222787,0.0,8981.136981,0.42387167,0.0
139,0.0,1008182.54,42.0,0.214285714,24.0,186.0,0.0,4.73,100.0,2.0,3.0,0.212473288,3324.38,4430.2213409999995,1.00818254,0.0
140,1.0,190396.78,3.0,0.666666667,0.0,32.0,0.0,16.97,51.0,1.0,2.0,0.051059017000000005,11009.92,462.3660228,0.19039678,0.0
141,1.0,7619.49,2.0,0.0,0.0,82.0,0.0,38.96,78.0,2.0,1.0,0.18132034,0.0,40.13171755,0.00761949,0.0
142,2.0,91976079.74,2.0,1.0,0.0,123.0,0.0,79.96,160.0,4.0,1.0,0.222651641,2428801.21,0.0,91.97607973999999,0.0
143,0.0,1544912.45,94.0,0.308510638,68.0,82.0,0.0,1.92,102.0,4.0,31.0,0.190561514,1769.5,307.21173189999996,1.54491245,0.0
144,1.0,13718028.39,67.0,0.402985075,0.0,82.0,0.0,1.99,82.0,1.0,8.0,0.46371823100000004,0.0,23381.28903,13.71802839,0.0
145,0.0,690866.52,41.0,0.341463415,61.0,32.0,0.0,3.45,83.0,2.0,9.0,0.109034466,104086.41,573.6865408,0.69086652,0.0
146,1.0,1380976.56,26.0,0.346153846,0.0,123.0,0.0,8.23,99.0,1.0,1.0,0.010454000000000001,92386.38,6296.067992,1.3809765600000001,0.0
147,1.0,404485.2,127.0,0.35433070899999997,0.0,32.0,0.0,1.43,91.0,1.0,40.0,0.484343817,61005.67,661.9993071,0.4044852,0.0
148,1.0,6811271.76,1.0,0.0,0.0,82.0,0.0,8.61,9.0,2.0,1.0,0.09920727,0.0,26636.82678,6.8112717599999995,0.0
149,2.0,48660722.74,11.0,0.545454545,0.0,90.0,0.0,13.19,80.0,3.0,8.0,0.03741305,18114.47,594264.9763,48.660722740000004,0.0
150,1.0,756694.75,3.0,0.666666667,0.0,125.0,0.0,47.32,190.0,2.0,1.0,0.6470797189999999,3342.51,6.1699323260000005,0.75669475,0.0
151,0.0,48926.23,1.0,1.0,42.0,123.0,0.0,106.36,107.0,2.0,1.0,0.178867191,1105.86,0.0,0.04892623,0.0
152,2.0,0.29,1.0,0.0,0.0,90.0,0.0,92.79,93.0,1.0,1.0,0.138966231,0.0,0.000402224,2.9e-07,0.0
153,2.0,2646783.5,3.0,0.333333333,0.0,90.0,0.0,51.84,156.0,2.0,1.0,0.285610615,353099.63,1990.8352079999997,2.6467835,0.0
154,0.0,114264.13,4.0,0.0,48.0,82.0,0.0,77.45,155.0,3.0,2.0,0.025326467000000002,114264.13,1090.628759,0.11426413,0.0
155,1.0,2327115.33,1.0,0.0,0.0,125.0,0.0,24.88,25.0,2.0,1.0,0.6897057959999999,0.0,5768.898117,2.3271153300000003,0.0
156,1.0,51242.33,75.0,0.32,0.0,32.0,0.0,2.88,96.0,1.0,6.0,0.23404938100000003,1490.99,405.58516710000004,0.05124233,0.0
157,0.0,209802.7,1.0,1.0,49.0,125.0,0.0,91.64,92.0,3.0,1.0,0.41302774600000003,671.09,0.0,0.2098027,0.0
158,0.0,270545.79,111.0,0.324324324,20.0,32.0,0.0,1.57,92.0,2.0,7.0,0.08451450099999999,373.98,1910.1380359999998,0.27054578999999995,0.0
159,0.0,443796.38,3.0,0.333333333,56.0,90.0,0.0,53.92,54.0,3.0,1.0,0.22153067,30319.62,201.9803762,0.44379638,0.0
160,0.0,1042067.09,45.0,0.288888889,63.0,32.0,0.0,4.2,97.0,1.0,16.0,0.34544627,17275.73,2413.6458079999998,1.04206709,0.0
161,0.0,18048.75,1.0,1.0,37.0,32.0,0.0,153.5,308.0,4.0,1.0,0.153699636,564.15,0.0,0.01804875,0.0
162,1.0,2053118.63,51.0,0.41176470600000004,0.0,123.0,0.0,2.6,68.0,1.0,9.0,0.184163577,9202.24,6502.049593,2.0531186299999997,0.0
163,0.0,1554522.41,2.0,0.0,42.0,82.0,0.0,66.23,199.0,2.0,1.0,0.06933856,1554522.41,2324.340595,1.55452241,0.0
164,0.0,61775.25,1.0,0.0,24.0,90.0,0.0,103.29,104.0,1.0,1.0,0.08726599199999999,61775.25,251.6099086,0.06177525,0.0
165,0.0,1326105.92,28.0,0.28571428600000004,30.0,123.0,0.0,5.23,84.0,1.0,3.0,0.275486397,104825.36,12107.25316,1.3261059199999998,0.0
166,2.0,84.42,1.0,0.0,0.0,82.0,0.0,156.63,314.0,4.0,1.0,0.259836553,84.42,0.424009003,8.442000000000001e-05,0.0
167,2.0,16584505.52,1.0,0.0,0.0,90.0,0.0,120.23,121.0,1.0,1.0,0.072131813,0.0,227665.4959,16.58450552,0.0
168,0.0,635214.26,1.0,0.0,65.0,32.0,0.0,55.26,56.0,2.0,1.0,0.1040922,0.0,203.06701919999998,0.63521426,0.0
169,2.0,7424949.52,19.0,0.42105263200000004,0.0,32.0,0.0,6.94,42.0,2.0,1.0,0.043297885,366864.31,20760.708430000002,7.424949519999999,0.0
170,0.0,1731776.97,121.0,0.247933884,77.0,125.0,0.0,1.66,88.0,1.0,35.0,0.14810937400000002,331.85,1136.242277,1.73177697,0.0
171,0.0,5473.74,52.0,0.365384615,43.0,32.0,0.0,3.25,75.0,2.0,45.0,0.09599784900000001,336.11,50.95232251,0.0054737399999999995,0.0
172,0.0,30249.71,15.0,0.46666666700000003,64.0,186.0,0.0,9.92,120.0,3.0,8.0,0.546387304,51.51,4.226037707,0.03024971,0.0
173,0.0,193540.46,15.0,0.333333333,28.0,82.0,0.0,12.74,115.0,1.0,4.0,0.314908525,1808.06,2451.647208,0.19354046,0.0
174,2.0,46832641.56,2.0,1.0,0.0,123.0,0.0,71.35,72.0,2.0,1.0,0.048137123,1319399.84,0.0,46.83264156,0.0
175,0.0,9602.03,97.0,0.28865979399999997,23.0,123.0,0.0,2.13,98.0,1.0,5.0,0.234372403,1318.66,6.722807815,0.009602030000000001,0.0
176,0.0,2916442.0,1.0,0.0,35.0,82.0,0.0,5.94,6.0,2.0,1.0,0.21810510800000002,0.0,5915.540328,2.916442,0.0
177,0.0,409777.49,200.0,0.33,62.0,186.0,0.0,0.8,80.0,2.0,2.0,0.17985731600000002,1180.36,26.09346458,0.40977748999999997,0.0
178,0.0,566450.53,4.0,0.25,13.0,90.0,0.0,28.64,86.0,3.0,1.0,0.309856538,5052.4,807.1653342999999,0.56645053,0.0
179,1.0,38384326.93,173.0,0.39884393100000004,0.0,32.0,0.0,1.22,97.0,2.0,1.0,0.351489526,5367.43,52628.38807,38.38432693,0.0
180,1.0,294000.83,4.0,0.25,0.0,32.0,0.0,32.03,33.0,2.0,1.0,0.34873431299999996,299.17,305.2265251,0.29400083,0.0
